id,timestamp,full_sq,life_sq,kitch_sq,num_room,floor,max_floor,state,material,build_year,full_all,sub_area,salary,fixed_basket,rent_price_1room_eco,rent_price_2room_eco,rent_price_3room_eco,average_life_exp,price_doc
26356,2014-12-12,32.0,18.0,6.0,1.0,2.0,9.0,2.0,1.0,1978.0,64931,Vostochnoe Degunino,61208.0,16910.54,34.33,42.64,49.89,76.7,5900000
26368,2014-12-12,63.0,44.0,6.0,3.0,1.0,12.0,2.0,1.0,1972.0,112221,Chertanovo Juzhnoe,61208.0,16910.54,34.33,42.64,49.89,76.7,7400000
26314,2014-12-12,36.0,20.0,8.0,1.0,3.0,3.0,2.0,2.0,1958.0,83369,Rjazanskij,61208.0,16910.54,34.33,42.64,49.89,76.7,6000000
26370,2014-12-12,36.0,19.0,7.0,1.0,1.0,5.0,3.0,2.0,1959.0,89467,Fili Davydkovo,61208.0,16910.54,34.33,42.64,49.89,76.7,6850000
26303,2014-12-12,38.0,19.0,9.0,1.0,4.0,16.0,2.0,5.0,1981.0,76284,Nagatinskij Zaton,61208.0,16910.54,34.33,42.64,49.89,76.7,7400000
26326,2014-12-12,32.0,18.0,6.0,1.0,1.0,9.0,2.0,1.0,1976.0,130396,Cheremushki,61208.0,16910.54,34.33,42.64,49.89,76.7,6100000
24589,2014-11-11,40.0,16.0,12.0,1.0,1.0,1.0,,1.0,,9553,Poselenie Voskresenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,5265572
24587,2014-11-11,38.0,18.0,9.0,1.0,16.0,16.0,3.0,5.0,1973.0,41504,Beskudnikovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,990000
24577,2014-11-11,59.0,58.0,1.0,2.0,12.0,12.0,1.0,1.0,2015.0,115352,Nagornoe,61208.0,16648.7,34.3,43.23,53.21,76.7,11726017
24578,2014-11-11,31.0,18.0,6.0,1.0,3.0,8.0,3.0,2.0,1962.0,91100,Donskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7500000
24546,2014-11-11,47.0,30.0,6.0,2.0,2.0,12.0,3.0,1.0,1971.0,111023,Ochakovo-Matveevskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8000000
24550,2014-11-11,66.0,43.0,7.0,3.0,6.0,12.0,3.0,1.0,1973.0,90114,Teplyj Stan,61208.0,16648.7,34.3,43.23,53.21,76.7,10000000
24568,2014-11-11,30.0,18.0,5.0,1.0,1.0,5.0,3.0,2.0,1964.0,79576,Losinoostrovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,5200000
24537,2014-11-11,29.0,17.0,5.0,1.0,4.0,9.0,,2.0,1968.0,19940,Nizhegorodskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4400000
24535,2014-11-11,63.0,37.0,9.0,2.0,3.0,8.0,3.0,2.0,1951.0,57995,Sokol,61208.0,16648.7,34.3,43.23,53.21,76.7,13900000
24583,2014-11-11,38.0,19.0,9.0,1.0,2.0,16.0,2.0,5.0,1984.0,47245,Meshhanskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,1000000
24588,2014-11-11,35.0,18.0,7.0,1.0,5.0,8.0,3.0,2.0,1958.0,102590,Danilovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4500000
24540,2014-11-11,27.0,26.0,1.0,1.0,4.0,9.0,1.0,6.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,2305805
24552,2014-11-11,43.0,43.0,0.0,1.0,5.0,5.0,,1.0,,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4185010
24547,2014-11-11,43.0,43.0,0.0,1.0,9.0,17.0,1.0,1.0,2015.0,7341,Poselenie Moskovskij,61208.0,16648.7,34.3,43.23,53.21,76.7,5396660
24584,2014-11-11,54.0,28.0,9.0,2.0,2.0,8.0,1.0,1.0,2013.0,142462,Mozhajskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,2000000
24558,2014-11-11,98.0,66.0,9.0,3.0,4.0,9.0,4.0,2.0,1955.0,123000,Kon'kovo,61208.0,16648.7,34.3,43.23,53.21,76.7,23000000
24544,2014-11-11,29.0,17.0,5.0,1.0,8.0,9.0,2.0,2.0,1971.0,79576,Losinoostrovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,5500000
24548,2014-11-11,43.0,27.0,5.0,2.0,7.0,9.0,2.0,1.0,1970.0,57107,Timirjazevskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7100000
24567,2014-11-11,39.0,38.0,1.0,1.0,7.0,17.0,,1.0,,17790,Poselenie Vnukovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4602077
24541,2014-11-11,39.0,17.0,8.0,1.0,15.0,15.0,3.0,1.0,2008.0,102618,Juzhnoe Butovo,61208.0,16648.7,34.3,43.23,53.21,76.7,5600000
24549,2014-11-11,42.0,26.0,6.0,2.0,2.0,5.0,2.0,2.0,1977.0,102828,Kosino-Uhtomskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,5600000
24555,2014-11-11,52.0,51.0,1.0,1.0,9.0,16.0,1.0,1.0,2014.0,87713,Zapadnoe Degunino,61208.0,16648.7,34.3,43.23,53.21,76.7,3742240
24575,2014-11-11,35.0,14.0,9.0,1.0,2.0,17.0,2.0,1.0,2001.0,80791,Horoshevskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6300000
24564,2014-11-11,59.0,49.0,10.0,2.0,12.0,17.0,1.0,4.0,2016.0,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6347240
24559,2014-11-11,63.0,63.0,1.0,2.0,4.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7073249
24542,2014-11-11,74.0,45.0,10.0,3.0,2.0,17.0,4.0,1.0,1999.0,112804,Filevskij Park,61208.0,16648.7,34.3,43.23,53.21,76.7,14600000
24586,2014-11-11,37.0,37.0,1.0,1.0,7.0,19.0,1.0,1.0,2016.0,39873,Poselenie Shherbinka,61208.0,16648.7,34.3,43.23,53.21,76.7,3813204
24557,2014-11-11,28.0,10.0,5.0,1.0,1.0,9.0,2.0,1.0,1968.0,53786,Severnoe Tushino,61208.0,16648.7,34.3,43.23,53.21,76.7,5500000
24561,2014-11-11,37.0,36.0,1.0,1.0,7.0,15.0,,1.0,2014.0,116742,Tverskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,3665118
24553,2014-11-11,33.0,17.0,7.0,1.0,1.0,5.0,3.0,2.0,1951.0,101982,Tekstil'shhiki,61208.0,16648.7,34.3,43.23,53.21,76.7,5500000
24580,2014-11-11,39.0,21.0,8.0,1.0,2.0,12.0,2.0,1.0,1978.0,94561,Novokosino,61208.0,16648.7,34.3,43.23,53.21,76.7,4550000
24569,2014-11-11,31.0,15.0,7.0,1.0,2.0,4.0,3.0,2.0,1953.0,78507,Kuncevo,61208.0,16648.7,34.3,43.23,53.21,76.7,5900000
24554,2014-11-11,61.0,60.0,1.0,2.0,6.0,20.0,,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8093879
24566,2014-11-11,32.0,18.0,6.0,1.0,5.0,12.0,3.0,1.0,1969.0,76156,Nagatino-Sadovniki,61208.0,16648.7,34.3,43.23,53.21,76.7,7100000
24538,2014-11-11,55.0,33.0,7.0,2.0,8.0,8.0,2.0,2.0,1957.0,166803,Shhukino,61208.0,16648.7,34.3,43.23,53.21,76.7,4000000
24572,2014-11-11,39.0,38.0,1.0,1.0,17.0,25.0,1.0,1.0,2016.0,247469,Nekrasovka,61208.0,16648.7,34.3,43.23,53.21,76.7,4819000
24562,2014-11-11,73.0,34.0,10.0,2.0,3.0,17.0,,1.0,2008.0,7341,Poselenie Moskovskij,61208.0,16648.7,34.3,43.23,53.21,76.7,9000000
24560,2014-11-11,34.0,18.0,9.0,1.0,8.0,16.0,3.0,5.0,1983.0,125111,Solncevo,61208.0,16648.7,34.3,43.23,53.21,76.7,2000000
24545,2014-11-11,34.0,15.0,7.0,1.0,9.0,14.0,3.0,1.0,2013.0,21819,Poselenie Desjonovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,3075224
24573,2014-11-11,76.0,45.0,14.0,2.0,5.0,5.0,3.0,2.0,1915.0,28179,Basmannoe,61208.0,16648.7,34.3,43.23,53.21,76.7,15200000
24576,2014-11-11,73.0,40.0,1.0,2.0,6.0,10.0,1.0,1.0,2015.0,96959,Levoberezhnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,12356400
11630,2013-10-28,66.0,46.0,7.0,3.0,13.0,16.0,2.0,5.0,1983.0,28179,Basmannoe,55485.2,15285.65,34.52,41.96,48.28,76.37,13300000
11623,2013-10-28,62.0,62.0,1.0,2.0,16.0,17.0,,1.0,2015.0,7341,Poselenie Moskovskij,55485.2,15285.65,34.52,41.96,48.28,76.37,5294087
11602,2013-10-28,59.0,59.0,1.0,2.0,4.0,25.0,1.0,1.0,,7341,Poselenie Moskovskij,55485.2,15285.65,34.52,41.96,48.28,76.37,5876815
11603,2013-10-28,44.0,28.0,5.0,2.0,8.0,12.0,2.0,1.0,1967.0,81887,Hovrino,55485.2,15285.65,34.52,41.96,48.28,76.37,6600000
11622,2013-10-28,76.0,45.0,10.0,3.0,9.0,16.0,,1.0,1982.0,76284,Nagatinskij Zaton,55485.2,15285.65,34.52,41.96,48.28,76.37,11600000
11600,2013-10-28,63.0,36.0,1.0,2.0,14.0,15.0,1.0,4.0,2013.0,9553,Poselenie Voskresenskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,6329375
11606,2013-10-28,52.0,30.0,9.0,2.0,12.0,14.0,2.0,1.0,2007.0,81887,Hovrino,55485.2,15285.65,34.52,41.96,48.28,76.37,8800000
11611,2013-10-28,30.0,17.0,6.0,1.0,6.0,8.0,2.0,2.0,1960.0,102590,Danilovskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,7300000
11628,2013-10-28,82.0,81.0,1.0,3.0,1.0,1.0,,1.0,2014.0,21155,Mitino,55485.2,15285.65,34.52,41.96,48.28,76.37,11527061
11629,2013-10-28,71.0,62.0,1.0,2.0,18.0,25.0,1.0,1.0,2013.0,247469,Nekrasovka,55485.2,15285.65,34.52,41.96,48.28,76.37,6611520
11621,2013-10-28,45.0,30.0,5.0,2.0,4.0,5.0,1.0,1.0,1963.0,155427,Horoshevo-Mnevniki,55485.2,15285.65,34.52,41.96,48.28,76.37,7100000
11632,2013-10-28,57.0,30.0,9.0,2.0,11.0,22.0,3.0,1.0,2011.0,83844,Obruchevskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,3000000
11624,2013-10-28,40.0,19.0,7.0,2.0,17.0,17.0,3.0,1.0,2011.0,17790,Poselenie Vnukovskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,2630000
11610,2013-10-28,20.0,12.0,2.0,1.0,2.0,9.0,2.0,2.0,1971.0,142462,Mozhajskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,4200000
11627,2013-10-28,58.0,32.0,10.0,2.0,3.0,17.0,,1.0,1997.0,21155,Mitino,55485.2,15285.65,34.52,41.96,48.28,76.37,8850000
11617,2013-10-28,45.0,28.0,5.0,2.0,2.0,5.0,2.0,1.0,1967.0,94564,Golovinskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,6400000
11609,2013-10-28,64.0,33.0,12.0,2.0,14.0,17.0,3.0,1.0,2011.0,7341,Poselenie Moskovskij,55485.2,15285.65,34.52,41.96,48.28,76.37,5192100
11607,2013-10-28,56.0,37.0,6.0,3.0,2.0,5.0,2.0,1.0,1966.0,12327,Gol'janovo,55485.2,15285.65,34.52,41.96,48.28,76.37,6700000
11615,2013-10-28,76.0,44.0,10.0,3.0,13.0,16.0,3.0,1.0,1981.0,90114,Teplyj Stan,55485.2,15285.65,34.52,41.96,48.28,76.37,11900000
11608,2013-10-28,45.0,29.0,6.0,2.0,3.0,9.0,,1.0,1974.0,61396,Otradnoe,55485.2,15285.65,34.52,41.96,48.28,76.37,8000000
11613,2013-10-28,91.0,52.0,11.0,3.0,4.0,18.0,4.0,4.0,2007.0,81887,Hovrino,55485.2,15285.65,34.52,41.96,48.28,76.37,2400000
11631,2013-10-28,41.0,20.0,8.0,1.0,10.0,12.0,2.0,1.0,1983.0,53786,Severnoe Tushino,55485.2,15285.65,34.52,41.96,48.28,76.37,6850000
11618,2013-10-28,37.0,37.0,1.0,1.0,9.0,9.0,3.0,1.0,2013.0,53786,Severnoe Tushino,55485.2,15285.65,34.52,41.96,48.28,76.37,7879212
11626,2013-10-28,78.0,41.0,9.0,2.0,4.0,9.0,2.0,2.0,1954.0,116742,Tverskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,14600000
11601,2013-10-28,65.0,35.0,1.0,2.0,12.0,15.0,1.0,4.0,2013.0,9553,Poselenie Voskresenskoe,55485.2,15285.65,34.52,41.96,48.28,76.37,6208000
11605,2013-10-28,56.0,32.0,10.0,2.0,8.0,22.0,,1.0,2005.0,105663,Juzhnoe Tushino,55485.2,15285.65,34.52,41.96,48.28,76.37,10650000
11625,2013-10-28,43.0,40.0,10.0,1.0,16.0,16.0,1.0,6.0,2014.0,21155,Mitino,55485.2,15285.65,34.52,41.96,48.28,76.37,7173164
11616,2013-10-28,82.0,81.0,1.0,3.0,1.0,1.0,,1.0,2014.0,21155,Mitino,55485.2,15285.65,34.52,41.96,48.28,76.37,11984594
22178,2014-09-03,46.0,27.0,6.0,2.0,9.0,12.0,2.0,1.0,1973.0,65972,Ostankinskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,9100000
22163,2014-09-03,32.0,16.0,6.0,1.0,2.0,5.0,,2.0,1960.0,1362363,Akademicheskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,6300000
22191,2014-09-03,60.0,33.0,12.0,2.0,11.0,17.0,1.0,1.0,2013.0,17790,Poselenie Vnukovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,4700000
22162,2014-09-03,63.0,38.0,8.0,3.0,2.0,14.0,2.0,5.0,1993.0,21155,Mitino,61208.0,16165.3,34.52,43.26,51.41,76.7,9850000
22167,2014-09-03,74.0,45.0,10.0,3.0,2.0,17.0,3.0,1.0,1986.0,48439,Zjablikovo,61208.0,16165.3,34.52,43.26,51.41,76.7,11200000
22186,2014-09-03,42.0,26.0,5.0,2.0,9.0,9.0,2.0,2.0,1965.0,112804,Filevskij Park,61208.0,16165.3,34.52,43.26,51.41,76.7,8000000
22156,2014-09-03,73.0,51.0,8.0,3.0,2.0,5.0,2.0,2.0,1959.0,57107,Timirjazevskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,11800000
22172,2014-09-03,41.0,25.0,5.0,2.0,4.0,5.0,2.0,2.0,1962.0,89467,Fili Davydkovo,61208.0,16165.3,34.52,43.26,51.41,76.7,7450000
22189,2014-09-03,72.0,48.0,9.0,2.0,21.0,22.0,4.0,1.0,2006.0,68630,Lianozovo,61208.0,16165.3,34.52,43.26,51.41,76.7,14900000
22175,2014-09-03,45.0,30.0,6.0,2.0,5.0,5.0,2.0,1.0,1965.0,36154,Perovo,61208.0,16165.3,34.52,43.26,51.41,76.7,6100000
22159,2014-09-03,31.0,17.0,6.0,1.0,5.0,5.0,2.0,5.0,1959.0,139322,Severnoe Izmajlovo,61208.0,16165.3,34.52,43.26,51.41,76.7,4800000
22153,2014-09-03,57.0,33.0,10.0,2.0,18.0,22.0,2.0,1.0,1992.0,78616,Severnoe Butovo,61208.0,16165.3,34.52,43.26,51.41,76.7,8000000
22158,2014-09-03,62.0,40.0,8.0,2.0,2.0,14.0,3.0,1.0,1996.0,221709,Krjukovo,61208.0,16165.3,34.52,43.26,51.41,76.7,7250000
22177,2014-09-03,169.0,169.0,0.0,4.0,10.0,10.0,,1.0,2014.0,83844,Obruchevskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,18800000
22165,2014-09-03,116.0,116.0,1.0,3.0,7.0,7.0,1.0,1.0,2015.0,122862,Izmajlovo,61208.0,16165.3,34.52,43.26,51.41,76.7,20638994
22171,2014-09-03,58.0,58.0,0.0,1.0,1.0,3.0,2.0,1.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,4207000
22154,2014-09-03,35.0,19.0,9.0,1.0,6.0,14.0,2.0,1.0,1977.0,43795,Pechatniki,61208.0,16165.3,34.52,43.26,51.41,76.7,5250000
22161,2014-09-03,63.0,63.0,0.0,2.0,14.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,7047839
22194,2014-09-03,60.0,33.0,60.0,2.0,4.0,17.0,3.0,4.0,2011.0,13890,Poselenie Sosenskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,3840000
22160,2014-09-03,34.0,18.0,10.0,1.0,16.0,16.0,3.0,1.0,1979.0,157010,Ivanovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,3000000
22190,2014-09-03,35.0,21.0,6.0,1.0,4.0,9.0,3.0,1.0,1969.0,53786,Severnoe Tushino,61208.0,16165.3,34.52,43.26,51.41,76.7,5850000
22182,2014-09-03,78.0,39.0,10.0,3.0,14.0,16.0,3.0,1.0,1997.0,78810,Koptevo,61208.0,16165.3,34.52,43.26,51.41,76.7,12500000
22187,2014-09-03,59.0,42.0,5.0,3.0,7.0,9.0,2.0,1.0,1974.0,32071,Staroe Krjukovo,61208.0,16165.3,34.52,43.26,51.41,76.7,6950000
22181,2014-09-03,54.0,36.0,5.0,3.0,2.0,8.0,1.0,2.0,1963.0,85083,Sokolinaja Gora,61208.0,16165.3,34.52,43.26,51.41,76.7,9100000
22166,2014-09-03,35.0,19.0,8.0,1.0,1.0,4.0,2.0,2.0,1961.0,1362363,Akademicheskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,995000
22173,2014-09-03,43.0,42.0,1.0,1.0,18.0,22.0,,1.0,2014.0,116742,Tverskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,5473469
24310,2014-11-05,74.0,41.0,8.0,3.0,7.0,14.0,3.0,1.0,1994.0,145576,Caricyno,61208.0,16648.7,34.3,43.23,53.21,76.7,14250000
24326,2014-11-05,44.0,28.0,5.0,2.0,1.0,9.0,2.0,2.0,1965.0,47245,Meshhanskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8400000
24311,2014-11-05,57.0,56.0,1.0,2.0,4.0,17.0,,1.0,,7341,Poselenie Moskovskij,61208.0,16648.7,34.3,43.23,53.21,76.7,5775980
24336,2014-11-05,76.0,47.0,10.0,3.0,5.0,17.0,3.0,1.0,2002.0,123280,Taganskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,18000000
24329,2014-11-05,43.0,27.0,5.0,2.0,3.0,5.0,3.0,2.0,1963.0,1452550,Bogorodskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6600000
24302,2014-11-05,60.0,43.0,5.0,3.0,5.0,9.0,3.0,1.0,1972.0,157010,Ivanovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7500000
24300,2014-11-05,60.0,34.0,10.0,2.0,10.0,25.0,1.0,1.0,2015.0,247469,Nekrasovka,61208.0,16648.7,34.3,43.23,53.21,76.7,6581700
24294,2014-11-05,61.0,60.0,1.0,2.0,6.0,6.0,1.0,1.0,2015.0,7341,Poselenie Moskovskij,61208.0,16648.7,34.3,43.23,53.21,76.7,5952398
24313,2014-11-05,32.0,18.0,6.0,1.0,1.0,5.0,3.0,5.0,1960.0,57999,Presnenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6300000
24327,2014-11-05,51.0,31.0,8.0,2.0,6.0,14.0,3.0,1.0,1994.0,165727,Mar'ino,61208.0,16648.7,34.3,43.23,53.21,76.7,8350000
24341,2014-11-05,34.0,34.0,0.0,1.0,2.0,2.0,1.0,1.0,2015.0,8384,Poselenie Novofedorovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,2000000
24298,2014-11-05,52.0,52.0,0.0,2.0,16.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6264238
24324,2014-11-05,80.0,76.0,1.0,3.0,12.0,12.0,1.0,1.0,2014.0,116742,Tverskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6234154
24308,2014-11-05,83.0,83.0,1.0,3.0,4.0,17.0,1.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6671650
24337,2014-11-05,47.0,28.0,6.0,2.0,3.0,12.0,2.0,1.0,1975.0,61396,Otradnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7600000
24328,2014-11-05,36.0,19.0,9.0,1.0,2.0,16.0,2.0,5.0,1980.0,43795,Pechatniki,61208.0,16648.7,34.3,43.23,53.21,76.7,5800000
24307,2014-11-05,49.0,17.0,14.0,1.0,7.0,12.0,1.0,1.0,2017.0,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4589260
24309,2014-11-05,40.0,28.0,5.0,2.0,1.0,5.0,2.0,2.0,1962.0,105663,Juzhnoe Tushino,61208.0,16648.7,34.3,43.23,53.21,76.7,3000000
24315,2014-11-05,67.0,46.0,8.0,3.0,3.0,5.0,2.0,1.0,1962.0,80791,Horoshevskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,10100000
24338,2014-11-05,64.0,45.0,6.0,3.0,5.0,12.0,2.0,1.0,1975.0,102590,Danilovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,2000000
24322,2014-11-05,52.0,30.0,8.0,2.0,4.0,12.0,3.0,1.0,1977.0,129207,Orehovo-Borisovo Juzhnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,8200000
24304,2014-11-05,73.0,73.0,0.0,2.0,13.0,17.0,1.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,7171180
24339,2014-11-05,54.0,41.0,5.0,3.0,2.0,5.0,2.0,2.0,1960.0,78810,Koptevo,61208.0,16648.7,34.3,43.23,53.21,76.7,8700000
24325,2014-11-05,47.0,17.0,10.0,1.0,25.0,25.0,3.0,1.0,2012.0,17790,Poselenie Vnukovskoe,61208.0,16648.7,34.3,43.23,53.21,76.7,4325270
24340,2014-11-05,58.0,41.0,6.0,3.0,8.0,9.0,2.0,1.0,1971.0,112221,Chertanovo Juzhnoe,61208.0,16648.7,34.3,43.23,53.21,76.7,6000000
9999,2013-08-22,30.0,18.0,6.0,1.0,2.0,5.0,2.0,5.0,1960.0,57999,Presnenskoe,55485.2,15241.93,33.15,42.33,48.22,76.37,5450000
9997,2013-08-22,31.0,17.0,7.0,1.0,4.0,8.0,3.0,5.0,1962.0,73007,Begovoe,55485.2,15241.93,33.15,42.33,48.22,76.37,8700000
9996,2013-08-22,30.0,29.0,6.0,1.0,3.0,5.0,2.0,2.0,1959.0,80917,Marfino,55485.2,15241.93,33.15,42.33,48.22,76.37,5150000
9987,2013-08-22,37.0,19.0,9.0,1.0,5.0,16.0,,1.0,1984.0,37502,Sviblovo,55485.2,15241.93,33.15,42.33,48.22,76.37,6700000
10021,2013-08-22,53.0,31.0,8.0,2.0,24.0,25.0,,4.0,2009.0,130396,Cheremushki,55485.2,15241.93,33.15,42.33,48.22,76.37,13500000
9988,2013-08-22,53.0,47.0,6.0,2.0,2.0,9.0,1.0,6.0,2013.0,2942,Poselenie Filimonkovskoe,55485.2,15241.93,33.15,42.33,48.22,76.37,3092752
9992,2013-08-22,40.0,40.0,1.0,1.0,9.0,17.0,1.0,1.0,2014.0,39873,Poselenie Shherbinka,55485.2,15241.93,33.15,42.33,48.22,76.37,3422309
10016,2013-08-22,74.0,50.0,13.0,3.0,4.0,17.0,,1.0,2001.0,125111,Solncevo,55485.2,15241.93,33.15,42.33,48.22,76.37,12500000
10009,2013-08-22,71.0,48.0,8.0,3.0,7.0,8.0,1.0,2.0,1960.0,64317,Lomonosovskoe,55485.2,15241.93,33.15,42.33,48.22,76.37,15713000
10000,2013-08-22,41.0,20.0,8.0,1.0,12.0,12.0,3.0,1.0,1976.0,68630,Lianozovo,55485.2,15241.93,33.15,42.33,48.22,76.37,1500000
10020,2013-08-22,74.0,45.0,10.0,3.0,12.0,16.0,3.0,1.0,1981.0,125111,Solncevo,55485.2,15241.93,33.15,42.33,48.22,76.37,9100000
10019,2013-08-22,30.0,18.0,5.0,1.0,7.0,9.0,2.0,2.0,1969.0,100846,Dmitrovskoe,55485.2,15241.93,33.15,42.33,48.22,76.37,4650000
10003,2013-08-22,40.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,,5740,Poselenie Pervomajskoe,55485.2,15241.93,33.15,42.33,48.22,76.37,2400600
15423,2014-02-26,37.0,19.0,8.0,1.0,17.0,17.0,2.0,1.0,1991.0,221709,Krjukovo,61208.0,15730.81,33.65,41.79,49.24,76.7,4500000
15434,2014-02-26,38.0,20.0,8.0,1.0,4.0,12.0,2.0,1.0,1983.0,78507,Kuncevo,61208.0,15730.81,33.65,41.79,49.24,76.7,6700000
15452,2014-02-26,35.0,17.0,6.0,1.0,10.0,12.0,3.0,1.0,1978.0,115352,Nagornoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6750000
15450,2014-02-26,41.0,25.0,5.0,2.0,1.0,5.0,2.0,2.0,1964.0,178473,Pokrovskoe Streshnevo,61208.0,15730.81,33.65,41.79,49.24,76.7,6400000
15436,2014-02-26,63.0,34.0,9.0,2.0,12.0,17.0,3.0,1.0,2012.0,39873,Poselenie Shherbinka,61208.0,15730.81,33.65,41.79,49.24,76.7,4336015
15481,2014-02-26,77.0,46.0,10.0,3.0,12.0,17.0,2.0,1.0,1994.0,21155,Mitino,61208.0,15730.81,33.65,41.79,49.24,76.7,11300000
15474,2014-02-26,40.0,18.0,1.0,1.0,8.0,17.0,1.0,4.0,2014.0,9553,Poselenie Voskresenskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,4530800
15431,2014-02-26,69.0,39.0,7.0,3.0,2.0,12.0,2.0,2.0,1988.0,89971,Ljublino,61208.0,15730.81,33.65,41.79,49.24,76.7,6300000
15471,2014-02-26,63.0,45.0,5.0,3.0,9.0,9.0,3.0,1.0,1969.0,123000,Kon'kovo,61208.0,15730.81,33.65,41.79,49.24,76.7,11500000
15418,2014-02-26,37.0,19.0,10.0,1.0,13.0,16.0,3.0,5.0,1981.0,153248,Kotlovka,61208.0,15730.81,33.65,41.79,49.24,76.7,7000000
15453,2014-02-26,32.0,18.0,6.0,1.0,2.0,9.0,3.0,1.0,1969.0,105663,Juzhnoe Tushino,61208.0,15730.81,33.65,41.79,49.24,76.7,5700000
15438,2014-02-26,39.0,23.0,6.0,2.0,10.0,12.0,2.0,1.0,1969.0,55125,Babushkinskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6940000
15468,2014-02-26,49.0,29.0,7.0,2.0,3.0,3.0,2.0,2.0,1950.0,101982,Tekstil'shhiki,61208.0,15730.81,33.65,41.79,49.24,76.7,6650000
15463,2014-02-26,35.0,21.0,6.0,1.0,5.0,9.0,2.0,1.0,1979.0,12327,Gol'janovo,61208.0,15730.81,33.65,41.79,49.24,76.7,2000000
15464,2014-02-26,45.0,27.0,6.0,2.0,5.0,9.0,2.0,1.0,1975.0,61396,Otradnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,7500000
15459,2014-02-26,56.0,56.0,1.0,2.0,16.0,16.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,15730.81,33.65,41.79,49.24,76.7,5997000
