timestamp,salary,fixed_basket,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,average_life_exp
2014-09-20,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-22,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-23,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-24,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-25,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-26,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-27,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-29,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-09-30,61208.0,16165.3,51.41,43.26,34.52,76.7
2014-10-01,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-02,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-03,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-04,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-06,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-07,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-08,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-09,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-10,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-11,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-13,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-14,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-15,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-16,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-17,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-18,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-20,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-21,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-22,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-23,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-24,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-25,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-27,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-28,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-29,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-30,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-10-31,61208.0,16269.79,52.82,43.85,35.37,76.7
2014-11-01,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-03,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-04,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-05,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-06,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-07,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-08,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-10,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-11,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-12,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-13,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-14,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-15,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-17,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-18,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-19,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-20,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-21,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-22,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-24,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-25,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-26,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-27,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-28,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-11-29,61208.0,16648.7,53.21,43.23,34.3,76.7
2014-12-01,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-02,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-03,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-04,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-05,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-06,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-08,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-09,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-10,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-11,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-12,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-13,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-15,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-16,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-17,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-18,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-19,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-20,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-21,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-22,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-23,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-24,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-25,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-26,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-27,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-29,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-30,61208.0,16910.54,49.89,42.64,34.33,76.7
2014-12-31,61208.0,16910.54,49.89,42.64,34.33,76.7
2015-01-10,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-12,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-13,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-14,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-15,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-16,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-17,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-19,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-20,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-21,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-22,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-23,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-24,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-26,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-27,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-28,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-29,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-30,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-01-31,64310.0,17817.4,52.64,43.29,33.88,76.77
2015-02-02,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-03,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-04,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-05,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-06,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-07,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-09,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-10,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-11,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-12,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-13,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-14,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-16,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-17,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-18,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-19,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-20,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-21,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-24,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-25,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-26,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-27,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-02-28,64310.0,18295.07,51.49,41.86,34.35,76.77
2015-03-02,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-03,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-04,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-05,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-06,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-07,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-10,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-11,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-12,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-13,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-14,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-16,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-17,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-18,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-19,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-20,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-21,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-23,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-24,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-25,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-26,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-27,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-28,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-30,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-03-31,64310.0,18557.88,50.41,40.49,31.35,76.77
2015-04-01,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-02,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-03,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-04,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-05,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-06,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-07,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-08,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-09,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-10,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-11,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-13,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-14,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-15,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-16,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-17,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-18,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-20,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-21,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-22,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-23,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-24,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-25,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-27,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-28,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-29,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-04-30,64310.0,18642.71,50.36,39.92,31.41,76.77
2015-05-02,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-04,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-05,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-06,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-07,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-08,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-11,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-12,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-13,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-14,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-15,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-16,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-18,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-19,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-20,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-21,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-22,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-23,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-25,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-26,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-27,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-28,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-29,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-05-30,64310.0,18745.28,50.42,39.16,31.09,76.77
2015-06-01,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-02,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-03,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-04,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-05,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-06,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-08,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-09,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-10,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-11,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-13,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-15,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-16,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-17,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-18,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-19,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-20,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-22,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-23,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-24,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-25,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-26,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-27,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-29,64310.0,18720.65,49.01,38.91,30.29,76.77
2015-06-30,64310.0,18720.65,49.01,38.91,30.29,76.77
