id,full_sq,life_sq,kitch_sq,num_room,floor,max_floor,state,material,build_year,full_all,sub_area,salary,fixed_basket,rent_price_1room_eco,rent_price_2room_eco,rent_price_3room_eco,average_life_exp,price_doc
12071,70.0,46.0,8.0,2.0,5.0,5.0,3.0,2.0,1896.0,102590,Danilovskoe,55485.2,15367.58,34.55,42.02,49.29,76.37,11000000
12055,38.0,37.0,1.0,1.0,14.0,17.0,1.0,1.0,2013.0,247469,Nekrasovka,55485.2,15367.58,34.55,42.02,49.29,76.37,4064688
12037,44.0,28.0,5.0,2.0,1.0,5.0,2.0,1.0,1966.0,1318695,Vyhino-Zhulebino,55485.2,15367.58,34.55,42.02,49.29,76.37,6200000
12046,62.0,43.0,14.0,2.0,11.0,12.0,2.0,1.0,1982.0,77878,Orehovo-Borisovo Severnoe,55485.2,15367.58,34.55,42.02,49.29,76.37,9000000
12062,44.0,44.0,1.0,1.0,9.0,25.0,3.0,1.0,2014.0,247469,Nekrasovka,55485.2,15367.58,34.55,42.02,49.29,76.37,4740002
12031,48.0,29.0,6.0,2.0,6.0,12.0,2.0,1.0,1977.0,78418,Altuf'evskoe,55485.2,15367.58,34.55,42.02,49.29,76.37,7100000
12058,58.0,32.0,10.0,2.0,12.0,16.0,2.0,1.0,1995.0,1318695,Vyhino-Zhulebino,55485.2,15367.58,34.55,42.02,49.29,76.37,8700000
12070,55.0,33.0,9.0,2.0,1.0,8.0,2.0,2.0,1960.0,21040,Dorogomilovo,55485.2,15367.58,34.55,42.02,49.29,76.37,11600000
29727,35.0,19.0,6.0,1.0,2.0,9.0,3.0,1.0,1972.0,104410,Veshnjaki,64310.0,18745.28,31.09,39.16,50.42,76.77,5800000
29732,45.0,28.0,5.0,2.0,9.0,12.0,2.0,5.0,1967.0,100846,Dmitrovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,6900000
29738,54.0,32.0,9.0,2.0,4.0,16.0,3.0,1.0,1976.0,47245,Meshhanskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,13500000
29725,53.0,53.0,1.0,1.0,22.0,22.0,1.0,1.0,2015.0,115352,Nagornoe,64310.0,18745.28,31.09,39.16,50.42,76.77,10283595
29734,65.0,46.0,8.0,3.0,3.0,5.0,3.0,1.0,1962.0,89971,Ljublino,64310.0,18745.28,31.09,39.16,50.42,76.77,8000000
29735,80.0,45.0,9.0,3.0,6.0,13.0,1.0,4.0,2014.0,221709,Krjukovo,64310.0,18745.28,31.09,39.16,50.42,76.77,8442000
29733,43.0,42.0,1.0,1.0,5.0,22.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,5942884
29724,68.0,30.0,10.0,2.0,2.0,17.0,1.0,1.0,2016.0,21819,Poselenie Desjonovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,5113544
29729,39.0,38.0,1.0,1.0,2.0,16.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,4491894
29739,46.0,29.0,5.0,2.0,3.0,5.0,2.0,2.0,1965.0,85083,Sokolinaja Gora,64310.0,18745.28,31.09,39.16,50.42,76.77,6200000
29728,51.0,30.0,9.0,2.0,12.0,17.0,3.0,1.0,2007.0,123280,Taganskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,13200000
29731,37.0,37.0,10.0,1.0,8.0,15.0,1.0,4.0,2016.0,39873,Poselenie Shherbinka,64310.0,18745.28,31.09,39.16,50.42,76.77,3674840
29736,44.0,27.0,5.0,2.0,1.0,14.0,2.0,1.0,1970.0,72131,Novogireevo,64310.0,18745.28,31.09,39.16,50.42,76.77,6200000
29737,38.0,19.0,8.0,1.0,9.0,17.0,3.0,1.0,1985.0,61039,Ramenki,64310.0,18745.28,31.09,39.16,50.42,76.77,7900000
29730,107.0,60.0,13.0,4.0,10.0,17.0,3.0,4.0,2006.0,155572,Butyrskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,8000000
29720,74.0,45.0,10.0,3.0,7.0,17.0,3.0,1.0,1992.0,78616,Severnoe Butovo,64310.0,18745.28,31.09,39.16,50.42,76.77,11900000
29722,70.0,40.0,10.0,3.0,18.0,25.0,1.0,4.0,2017.0,37502,Sviblovo,64310.0,18745.28,31.09,39.16,50.42,76.77,11237875
29721,96.0,96.0,10.0,3.0,12.0,17.0,1.0,1.0,2016.0,96959,Levoberezhnoe,64310.0,18745.28,31.09,39.16,50.42,76.77,16098800
29670,42.0,17.0,12.0,1.0,9.0,9.0,1.0,1.0,2016.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,6145227
29665,74.0,46.0,9.0,3.0,4.0,5.0,3.0,2.0,1954.0,178473,Pokrovskoe Streshnevo,64310.0,18745.28,31.09,39.16,50.42,76.77,12600000
29676,38.0,37.0,7.0,1.0,5.0,17.0,1.0,2.0,2013.0,247469,Nekrasovka,64310.0,18745.28,31.09,39.16,50.42,76.77,4486500
29689,97.0,97.0,10.0,3.0,12.0,17.0,1.0,1.0,2016.0,96959,Levoberezhnoe,64310.0,18745.28,31.09,39.16,50.42,76.77,14065000
29668,64.0,39.0,8.0,3.0,9.0,12.0,2.0,1.0,1978.0,76284,Nagatinskij Zaton,64310.0,18745.28,31.09,39.16,50.42,76.77,12600000
29682,41.0,17.0,10.0,1.0,16.0,22.0,3.0,5.0,1985.0,178264,Jasenevo,64310.0,18745.28,31.09,39.16,50.42,76.77,6000000
29671,45.0,15.0,15.0,1.0,3.0,3.0,3.0,5.0,2013.0,21819,Poselenie Desjonovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,5515295
29683,38.0,19.0,8.0,1.0,2.0,17.0,2.0,1.0,2000.0,41504,Beskudnikovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,6100000
29666,40.0,30.0,10.0,1.0,18.0,20.0,1.0,1.0,2016.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,5707254
29681,27.0,26.0,10.0,1.0,7.0,17.0,1.0,1.0,2015.0,2942,Poselenie Filimonkovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,2511697
29667,65.0,65.0,1.0,2.0,2.0,2.0,1.0,1.0,2017.0,37502,Sviblovo,64310.0,18745.28,31.09,39.16,50.42,76.77,10466508
29663,118.0,61.0,13.0,3.0,26.0,40.0,1.0,6.0,2011.0,81887,Hovrino,64310.0,18745.28,31.09,39.16,50.42,76.77,19000000
29675,59.0,59.0,10.0,2.0,3.0,5.0,1.0,4.0,2016.0,13890,Poselenie Sosenskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,7001895
29664,61.0,60.0,1.0,2.0,6.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,64310.0,18745.28,31.09,39.16,50.42,76.77,7149783
29669,32.0,20.0,5.0,1.0,3.0,5.0,2.0,1.0,1966.0,125111,Solncevo,64310.0,18745.28,31.09,39.16,50.42,76.77,4400000
29672,78.0,41.0,9.0,3.0,8.0,11.0,1.0,4.0,2013.0,221709,Krjukovo,64310.0,18745.28,31.09,39.16,50.42,76.77,7712600
11786,55.0,40.0,5.0,3.0,2.0,5.0,2.0,2.0,1961.0,1100773,Ajeroport,55485.2,15367.58,34.55,42.02,49.29,76.37,9300000
11784,58.0,58.0,1.0,2.0,15.0,17.0,1.0,1.0,2013.0,116742,Tverskoe,55485.2,15367.58,34.55,42.02,49.29,76.37,5764128
11783,78.0,45.0,10.0,3.0,2.0,14.0,3.0,1.0,2002.0,102618,Juzhnoe Butovo,55485.2,15367.58,34.55,42.02,49.29,76.37,12080000
22486,40.0,25.0,5.0,2.0,2.0,5.0,2.0,2.0,1962.0,94564,Golovinskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,5700000
22494,51.0,30.0,8.0,2.0,10.0,14.0,4.0,1.0,1995.0,221709,Krjukovo,61208.0,16165.3,34.52,43.26,51.41,76.7,6900000
22496,102.0,60.0,14.0,3.0,4.0,22.0,3.0,6.0,2008.0,80791,Horoshevskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,21397230
22489,35.0,19.0,9.0,1.0,11.0,12.0,2.0,5.0,1970.0,57999,Presnenskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,7900000
22499,38.0,18.0,9.0,1.0,14.0,15.0,3.0,5.0,1969.0,57107,Timirjazevskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,1100000
22487,41.0,27.0,5.0,2.0,2.0,5.0,3.0,2.0,1962.0,79576,Losinoostrovskoe,61208.0,16165.3,34.52,43.26,51.41,76.7,6400000
22495,39.0,19.0,11.0,1.0,5.0,17.0,2.0,1.0,2003.0,156377,Strogino,61208.0,16165.3,34.52,43.26,51.41,76.7,8400000
15540,50.0,30.0,8.0,2.0,12.0,17.0,2.0,1.0,2003.0,61396,Otradnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,10400000
15570,45.0,45.0,1.0,1.0,19.0,19.0,1.0,4.0,2017.0,61039,Ramenki,61208.0,15730.81,33.65,41.79,49.24,76.7,7772400
15547,63.0,63.0,1.0,2.0,8.0,17.0,1.0,1.0,2014.0,116742,Tverskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6858739
15580,58.0,38.0,5.0,3.0,9.0,9.0,3.0,1.0,1972.0,123000,Kon'kovo,61208.0,15730.81,33.65,41.79,49.24,76.7,9650000
15555,52.0,51.0,1.0,2.0,10.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,5729465
15572,48.0,28.0,5.0,2.0,7.0,9.0,2.0,1.0,1974.0,77878,Orehovo-Borisovo Severnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6300000
15573,41.0,18.0,1.0,1.0,8.0,17.0,1.0,4.0,2014.0,2942,Poselenie Filimonkovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,4767480
15568,62.0,32.0,12.0,2.0,2.0,17.0,3.0,1.0,2008.0,27992,Juzhnoe Medvedkovo,61208.0,15730.81,33.65,41.79,49.24,76.7,11700000
15538,65.0,43.0,10.0,3.0,12.0,12.0,3.0,5.0,1975.0,145088,Birjulevo Zapadnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,1100000
15556,37.0,22.0,7.0,2.0,6.0,9.0,3.0,5.0,1965.0,219609,Kapotnja,61208.0,15730.81,33.65,41.79,49.24,76.7,4900000
15544,52.0,22.0,11.0,1.0,7.0,17.0,3.0,1.0,2007.0,102828,Kosino-Uhtomskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,6700000
15558,30.0,17.0,6.0,1.0,5.0,9.0,2.0,2.0,1975.0,1452550,Bogorodskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,5100000
15545,32.0,21.0,5.0,2.0,8.0,9.0,2.0,5.0,1963.0,37502,Sviblovo,61208.0,15730.81,33.65,41.79,49.24,76.7,5500000
15566,60.0,58.0,10.0,2.0,4.0,17.0,2.0,1.0,1994.0,156377,Strogino,61208.0,15730.81,33.65,41.79,49.24,76.7,11800000
15582,92.0,48.0,15.0,2.0,23.0,25.0,3.0,1.0,2009.0,125111,Solncevo,61208.0,15730.81,33.65,41.79,49.24,76.7,7900000
15561,41.0,25.0,5.0,2.0,4.0,5.0,2.0,2.0,1962.0,89971,Ljublino,61208.0,15730.81,33.65,41.79,49.24,76.7,6350000
15579,60.0,59.0,1.0,2.0,1.0,1.0,1.0,1.0,2014.0,21155,Mitino,61208.0,15730.81,33.65,41.79,49.24,76.7,9316812
15549,42.0,26.0,6.0,2.0,2.0,5.0,2.0,1.0,1965.0,36154,Perovo,61208.0,15730.81,33.65,41.79,49.24,76.7,5650000
15577,53.0,30.0,8.0,2.0,11.0,12.0,2.0,1.0,1979.0,64931,Vostochnoe Degunino,61208.0,15730.81,33.65,41.79,49.24,76.7,8200000
15553,50.0,34.0,6.0,3.0,6.0,9.0,2.0,1.0,1969.0,43795,Pechatniki,61208.0,15730.81,33.65,41.79,49.24,76.7,7300000
15559,40.0,40.0,1.0,1.0,2.0,17.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,15730.81,33.65,41.79,49.24,76.7,4438680
15542,71.0,48.0,6.0,3.0,6.0,16.0,2.0,1.0,1967.0,106445,Gagarinskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,17000000
15552,32.0,20.0,5.0,1.0,5.0,5.0,2.0,1.0,1965.0,36154,Perovo,61208.0,15730.81,33.65,41.79,49.24,76.7,5460000
15554,58.0,43.0,6.0,3.0,3.0,9.0,3.0,1.0,1974.0,145576,Caricyno,61208.0,15730.81,33.65,41.79,49.24,76.7,8600000
15565,39.0,19.0,8.0,1.0,17.0,19.0,3.0,1.0,1998.0,165727,Mar'ino,61208.0,15730.81,33.65,41.79,49.24,76.7,6300000
15541,55.0,28.0,8.0,2.0,14.0,14.0,2.0,1.0,1988.0,108171,Zamoskvorech'e,61208.0,15730.81,33.65,41.79,49.24,76.7,11100000
15563,37.0,36.0,1.0,1.0,8.0,17.0,1.0,4.0,2017.0,132349,Novo-Peredelkino,61208.0,15730.81,33.65,41.79,49.24,76.7,3623354
15548,35.0,14.0,9.0,1.0,5.0,14.0,2.0,1.0,2001.0,102618,Juzhnoe Butovo,61208.0,15730.81,33.65,41.79,49.24,76.7,5800000
15539,38.0,38.0,0.0,1.0,3.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,15730.81,33.65,41.79,49.24,76.7,4358970
15560,33.0,19.0,6.0,1.0,7.0,9.0,3.0,1.0,1968.0,113897,Troparevo-Nikulino,61208.0,15730.81,33.65,41.79,49.24,76.7,6700000
15581,59.0,44.0,5.0,3.0,9.0,9.0,3.0,1.0,1972.0,112221,Chertanovo Juzhnoe,61208.0,15730.81,33.65,41.79,49.24,76.7,7800000
20578,40.0,39.0,1.0,1.0,1.0,1.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16251.41,33.67,41.97,50.93,76.7,4640000
20593,31.0,16.0,7.0,1.0,4.0,4.0,1.0,2.0,1954.0,78507,Kuncevo,61208.0,16251.41,33.67,41.97,50.93,76.7,4700000
20569,43.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,2014.0,221709,Krjukovo,61208.0,16251.41,33.67,41.97,50.93,76.7,4774200
20595,73.0,72.0,1.0,3.0,5.0,17.0,1.0,1.0,2014.0,247469,Nekrasovka,61208.0,16251.41,33.67,41.97,50.93,76.7,7102400
20587,77.0,67.0,10.0,3.0,2.0,17.0,1.0,1.0,2015.0,17790,Poselenie Vnukovskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,8263322
20585,37.0,37.0,1.0,1.0,19.0,19.0,1.0,6.0,2014.0,156377,Strogino,61208.0,16251.41,33.67,41.97,50.93,76.7,7598600
20579,42.0,26.0,5.0,2.0,5.0,5.0,2.0,1.0,1965.0,31167,Kuz'minki,61208.0,16251.41,33.67,41.97,50.93,76.7,5900000
20575,51.0,30.0,9.0,2.0,2.0,12.0,3.0,5.0,1976.0,77878,Orehovo-Borisovo Severnoe,61208.0,16251.41,33.67,41.97,50.93,76.7,7600000
20592,39.0,17.0,8.0,1.0,17.0,17.0,3.0,1.0,2011.0,247469,Nekrasovka,61208.0,16251.41,33.67,41.97,50.93,76.7,1000000
20571,53.0,22.0,12.0,1.0,11.0,14.0,1.0,6.0,2013.0,108171,Zamoskvorech'e,61208.0,16251.41,33.67,41.97,50.93,76.7,12800000
20594,32.0,21.0,5.0,1.0,3.0,9.0,2.0,5.0,1963.0,91100,Donskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,7600000
20599,57.0,31.0,10.0,2.0,6.0,16.0,3.0,1.0,1982.0,100846,Dmitrovskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,3000000
20580,57.0,57.0,12.0,2.0,4.0,5.0,1.0,1.0,2014.0,116742,Tverskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,4388326
20591,79.0,79.0,10.0,3.0,14.0,18.0,1.0,1.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,6278470
20583,62.0,44.0,6.0,3.0,6.0,12.0,2.0,1.0,1974.0,145088,Birjulevo Zapadnoe,61208.0,16251.41,33.67,41.97,50.93,76.7,6700000
20577,79.0,78.0,1.0,3.0,1.0,1.0,1.0,1.0,2016.0,101982,Tekstil'shhiki,61208.0,16251.41,33.67,41.97,50.93,76.7,13697415
20576,34.0,32.0,1.0,1.0,2.0,3.0,1.0,5.0,2014.0,2942,Poselenie Filimonkovskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,2880867
20570,38.0,19.0,8.0,1.0,6.0,17.0,3.0,1.0,1988.0,165727,Mar'ino,61208.0,16251.41,33.67,41.97,50.93,76.7,6000000
20597,39.0,23.0,6.0,2.0,11.0,12.0,2.0,5.0,1968.0,145576,Caricyno,61208.0,16251.41,33.67,41.97,50.93,76.7,6600000
20567,32.0,18.0,6.0,1.0,2.0,9.0,2.0,1.0,1970.0,104410,Veshnjaki,61208.0,16251.41,33.67,41.97,50.93,76.7,4000000
20590,59.0,34.0,10.0,2.0,4.0,22.0,3.0,1.0,2010.0,80917,Marfino,61208.0,16251.41,33.67,41.97,50.93,76.7,12800000
20586,86.0,58.0,8.0,3.0,5.0,5.0,2.0,2.0,1955.0,78507,Kuncevo,61208.0,16251.41,33.67,41.97,50.93,76.7,11300000
20589,37.0,19.0,9.0,1.0,13.0,16.0,3.0,5.0,1979.0,61396,Otradnoe,61208.0,16251.41,33.67,41.97,50.93,76.7,6800000
20598,81.0,42.0,12.0,3.0,13.0,14.0,3.0,1.0,2006.0,102828,Kosino-Uhtomskoe,61208.0,16251.41,33.67,41.97,50.93,76.7,11700000
23801,30.0,17.0,5.0,1.0,3.0,5.0,3.0,1.0,1966.0,125111,Solncevo,61208.0,16269.79,35.37,43.85,52.82,76.7,4520000
23776,32.0,18.0,6.0,1.0,9.0,9.0,2.0,1.0,1979.0,156377,Strogino,61208.0,16269.79,35.37,43.85,52.82,76.7,5850000
23762,76.0,49.0,9.0,3.0,5.0,9.0,3.0,2.0,1954.0,1362363,Akademicheskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,17000000
23808,42.0,42.0,1.0,1.0,8.0,12.0,1.0,1.0,2014.0,13890,Poselenie Sosenskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,5521434
23795,74.0,45.0,9.0,3.0,4.0,17.0,3.0,1.0,1993.0,221709,Krjukovo,61208.0,16269.79,35.37,43.85,52.82,76.7,9215000
23777,47.0,30.0,6.0,2.0,5.0,9.0,2.0,1.0,1968.0,118945,Vostochnoe Izmajlovo,61208.0,16269.79,35.37,43.85,52.82,76.7,6700000
23803,72.0,43.0,10.0,3.0,8.0,17.0,4.0,1.0,1988.0,130229,Moskvorech'e-Saburovo,61208.0,16269.79,35.37,43.85,52.82,76.7,13400000
23804,38.0,23.0,5.0,2.0,3.0,9.0,2.0,2.0,1965.0,122862,Izmajlovo,61208.0,16269.79,35.37,43.85,52.82,76.7,7500000
23791,55.0,30.0,10.0,2.0,8.0,22.0,1.0,2.0,2016.0,76284,Nagatinskij Zaton,61208.0,16269.79,35.37,43.85,52.82,76.7,10221105
23772,41.0,41.0,0.0,1.0,12.0,24.0,1.0,1.0,2015.0,13890,Poselenie Sosenskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,4233000
23792,63.0,31.0,63.0,2.0,5.0,17.0,1.0,1.0,2016.0,2942,Poselenie Filimonkovskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,6716130
23775,39.0,19.0,8.0,1.0,13.0,17.0,3.0,1.0,1987.0,94561,Novokosino,61208.0,16269.79,35.37,43.85,52.82,76.7,6750000
23805,37.0,18.0,9.0,1.0,11.0,16.0,3.0,5.0,1983.0,155572,Butyrskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,7500000
23785,30.0,18.0,5.0,1.0,1.0,5.0,2.0,2.0,1965.0,145088,Birjulevo Zapadnoe,61208.0,16269.79,35.37,43.85,52.82,76.7,4300000
23786,51.0,31.0,9.0,2.0,1.0,12.0,2.0,1.0,1975.0,129207,Orehovo-Borisovo Juzhnoe,61208.0,16269.79,35.37,43.85,52.82,76.7,7300000
23806,27.0,27.0,1.0,1.0,1.0,1.0,3.0,1.0,2015.0,39873,Poselenie Shherbinka,61208.0,16269.79,35.37,43.85,52.82,76.7,2574464
23799,58.0,33.0,10.0,2.0,15.0,22.0,2.0,4.0,2010.0,942118,Kurkino,61208.0,16269.79,35.37,43.85,52.82,76.7,11000000
23797,32.0,18.0,7.0,1.0,6.0,9.0,2.0,2.0,1962.0,102590,Danilovskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,5815000
23807,65.0,63.0,1.0,2.0,3.0,12.0,1.0,1.0,2014.0,178473,Pokrovskoe Streshnevo,61208.0,16269.79,35.37,43.85,52.82,76.7,5129088
23778,75.0,46.0,10.0,3.0,2.0,17.0,2.0,1.0,1996.0,1285626,Vnukovo,61208.0,16269.79,35.37,43.85,52.82,76.7,7450000
23766,43.0,28.0,5.0,2.0,5.0,5.0,3.0,2.0,1960.0,96959,Levoberezhnoe,61208.0,16269.79,35.37,43.85,52.82,76.7,7050000
23796,53.0,30.0,8.0,2.0,9.0,12.0,2.0,1.0,1975.0,86206,Bibirevo,61208.0,16269.79,35.37,43.85,52.82,76.7,7500000
23768,44.0,27.0,6.0,2.0,7.0,9.0,3.0,1.0,1977.0,178264,Jasenevo,61208.0,16269.79,35.37,43.85,52.82,76.7,7700000
23773,54.0,31.0,8.0,2.0,4.0,14.0,2.0,2.0,1973.0,76284,Nagatinskij Zaton,61208.0,16269.79,35.37,43.85,52.82,76.7,10400000
23794,48.0,31.0,8.0,2.0,12.0,14.0,2.0,5.0,1970.0,155427,Horoshevo-Mnevniki,61208.0,16269.79,35.37,43.85,52.82,76.7,1000000
23769,44.0,29.0,6.0,2.0,4.0,9.0,3.0,1.0,1969.0,157010,Ivanovskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,2000000
23771,37.0,19.0,6.0,1.0,13.0,17.0,2.0,1.0,2009.0,102618,Juzhnoe Butovo,61208.0,16269.79,35.37,43.85,52.82,76.7,4600000
23789,37.0,35.0,0.0,1.0,11.0,16.0,1.0,1.0,2014.0,2942,Poselenie Filimonkovskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,3142073
23802,58.0,30.0,12.0,2.0,10.0,12.0,3.0,1.0,2004.0,102828,Kosino-Uhtomskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,8400000
23783,84.0,84.0,1.0,3.0,3.0,17.0,3.0,1.0,2014.0,87713,Zapadnoe Degunino,61208.0,16269.79,35.37,43.85,52.82,76.7,8403938
23790,34.0,18.0,9.0,1.0,5.0,12.0,3.0,1.0,1971.0,101982,Tekstil'shhiki,61208.0,16269.79,35.37,43.85,52.82,76.7,5850000
23788,100.0,100.0,0.0,2.0,9.0,24.0,1.0,4.0,2014.0,61039,Ramenki,61208.0,16269.79,35.37,43.85,52.82,76.7,27415576
23787,50.0,30.0,8.0,2.0,6.0,17.0,3.0,1.0,1994.0,61396,Otradnoe,61208.0,16269.79,35.37,43.85,52.82,76.7,10250000
23782,53.0,28.0,11.0,2.0,16.0,16.0,2.0,5.0,1998.0,111023,Ochakovo-Matveevskoe,61208.0,16269.79,35.37,43.85,52.82,76.7,1000000
17643,63.0,44.0,6.0,3.0,4.0,12.0,3.0,1.0,1972.0,125354,Chertanovo Severnoe,61208.0,16041.58,32.96,40.95,49.32,76.7,3000000
17642,51.0,50.0,1.0,2.0,5.0,17.0,1.0,1.0,2013.0,7341,Poselenie Moskovskij,61208.0,16041.58,32.96,40.95,49.32,76.7,5080042
17641,54.0,31.0,8.0,2.0,7.0,16.0,3.0,1.0,1982.0,1716730,Birjulevo Vostochnoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6750000
17674,38.0,21.0,7.0,2.0,2.0,12.0,3.0,1.0,1967.0,118843,Prospekt Vernadskogo,61208.0,16041.58,32.96,40.95,49.32,76.7,8500000
17632,35.0,20.0,6.0,1.0,2.0,9.0,3.0,1.0,1975.0,102590,Danilovskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,7050000
17667,59.0,34.0,10.0,2.0,10.0,17.0,2.0,1.0,1994.0,165727,Mar'ino,61208.0,16041.58,32.96,40.95,49.32,76.7,9300000
17656,77.0,46.0,10.0,3.0,17.0,17.0,2.0,1.0,1993.0,113897,Troparevo-Nikulino,61208.0,16041.58,32.96,40.95,49.32,76.7,12300000
17671,32.0,18.0,6.0,1.0,7.0,9.0,2.0,1.0,1974.0,76156,Nagatino-Sadovniki,61208.0,16041.58,32.96,40.95,49.32,76.7,3800000
17649,99.0,50.0,11.0,3.0,16.0,22.0,2.0,1.0,2003.0,130396,Cheremushki,61208.0,16041.58,32.96,40.95,49.32,76.7,23000000
17651,65.0,45.0,6.0,3.0,12.0,12.0,3.0,1.0,1979.0,86206,Bibirevo,61208.0,16041.58,32.96,40.95,49.32,76.7,9800000
17663,37.0,37.0,0.0,1.0,17.0,17.0,3.0,1.0,2014.0,122862,Izmajlovo,61208.0,16041.58,32.96,40.95,49.32,76.7,3712661
17631,34.0,15.0,7.0,1.0,12.0,17.0,3.0,1.0,2012.0,21819,Poselenie Desjonovskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,2585000
17634,37.0,22.0,7.0,2.0,3.0,9.0,3.0,5.0,1965.0,145576,Caricyno,61208.0,16041.58,32.96,40.95,49.32,76.7,6400000
17635,32.0,18.0,5.0,1.0,9.0,9.0,3.0,1.0,1975.0,129207,Orehovo-Borisovo Juzhnoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5450000
17647,59.0,57.0,1.0,2.0,7.0,17.0,1.0,1.0,2014.0,9553,Poselenie Voskresenskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,6796548
17653,39.0,24.0,5.0,2.0,3.0,5.0,2.0,2.0,1962.0,19940,Nizhegorodskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5850000
17639,35.0,14.0,9.0,1.0,4.0,17.0,3.0,1.0,2000.0,165727,Mar'ino,61208.0,16041.58,32.96,40.95,49.32,76.7,5700000
17636,78.0,74.0,1.0,3.0,1.0,1.0,1.0,1.0,2014.0,221709,Krjukovo,61208.0,16041.58,32.96,40.95,49.32,76.7,7643600
17648,41.0,20.0,8.0,1.0,4.0,14.0,3.0,1.0,1996.0,165727,Mar'ino,61208.0,16041.58,32.96,40.95,49.32,76.7,7000000
17662,76.0,45.0,8.0,3.0,25.0,25.0,1.0,4.0,2009.0,1452550,Bogorodskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,8909400
17673,29.0,27.0,1.0,1.0,5.0,12.0,1.0,4.0,2015.0,2942,Poselenie Filimonkovskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,2132573
17665,45.0,28.0,6.0,2.0,9.0,9.0,2.0,1.0,1971.0,104410,Veshnjaki,61208.0,16041.58,32.96,40.95,49.32,76.7,6900000
17646,53.0,35.0,5.0,3.0,5.0,8.0,2.0,2.0,1960.0,75377,Hamovniki,61208.0,16041.58,32.96,40.95,49.32,76.7,16000000
17659,35.0,19.0,9.0,1.0,16.0,16.0,2.0,5.0,1979.0,104410,Veshnjaki,61208.0,16041.58,32.96,40.95,49.32,76.7,5800000
17645,49.0,31.0,9.0,2.0,5.0,12.0,2.0,5.0,1979.0,142243,Lefortovo,61208.0,16041.58,32.96,40.95,49.32,76.7,4000000
17668,44.0,28.0,6.0,2.0,2.0,9.0,3.0,1.0,1969.0,111023,Ochakovo-Matveevskoe,61208.0,16041.58,32.96,40.95,49.32,76.7,5900000
